,Survived,Pclass,Age,SibSp,Parch,Fare,male,Q,S,Capt,Col,Countess,Don,Dr,Major,Master,Miss,Mlle,Mme,Mr,Ms,Rev
274,1,3,19.0,0,0,7.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
275,1,1,63.0,1,0,77.9583,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
276,0,3,45.0,0,0,7.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
277,0,2,31.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
278,0,3,7.0,4,1,29.125,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
279,1,3,35.0,1,1,20.25,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
280,0,3,65.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
281,0,3,28.0,0,0,7.8542,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
282,0,3,16.0,0,0,9.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
283,1,3,19.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
284,0,1,46.0,0,0,26.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
285,0,3,33.0,0,0,8.6625,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
286,1,3,30.0,0,0,9.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
287,0,3,22.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
288,1,2,42.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
289,1,3,22.0,0,0,7.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
290,1,1,26.0,0,0,78.85,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
291,1,1,19.0,1,0,91.0792,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
292,0,2,36.0,0,0,12.875,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
293,0,3,24.0,0,0,8.85,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
294,0,3,24.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
295,0,1,46.0,0,0,27.7208,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
296,0,3,23.5,0,0,7.2292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
297,0,1,2.0,1,2,151.55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
298,1,1,35.0,0,0,30.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
299,1,1,50.0,0,1,247.5208,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
300,1,3,19.0,0,0,7.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
301,1,3,25.0,2,0,23.25,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
302,0,3,19.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
303,1,2,28.0,0,0,12.35,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
304,0,3,25.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
305,1,1,0.92,1,2,151.55,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
306,1,1,35.0,0,0,110.8833,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
307,1,1,17.0,1,0,108.9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
308,0,2,30.0,1,0,24.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
309,1,1,30.0,0,0,56.9292,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
310,1,1,24.0,0,0,83.1583,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
311,1,1,18.0,2,2,262.375,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
312,0,2,26.0,1,1,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
313,0,3,28.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
314,0,2,43.0,1,1,26.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
315,1,3,26.0,0,0,7.8542,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
316,1,2,24.0,1,0,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
317,0,2,54.0,0,0,14.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
318,1,1,31.0,0,2,164.8667,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
319,1,1,40.0,1,1,134.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
320,0,3,22.0,0,0,7.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
321,0,3,27.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
322,1,2,30.0,0,0,12.35,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
323,1,2,22.0,1,1,29.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
324,0,3,25.0,8,2,69.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
325,1,1,36.0,0,0,135.6333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
326,0,3,61.0,0,0,6.2375,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
327,1,2,36.0,0,0,13.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
328,1,3,31.0,1,1,20.525,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
329,1,1,16.0,0,1,57.9792,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
330,1,3,19.0,2,0,23.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
331,0,1,45.5,0,0,28.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
332,0,1,38.0,0,1,153.4625,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
333,0,3,16.0,2,0,18.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
334,1,1,35.0,1,0,133.65,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
335,0,3,25.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
336,0,1,29.0,1,0,66.6,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
337,1,1,41.0,0,0,134.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
338,1,3,45.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
339,0,1,45.0,0,0,35.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
340,1,2,2.0,1,1,26.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
341,1,1,24.0,3,2,263.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
342,0,2,28.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
343,0,2,25.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
344,0,2,36.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
345,1,2,24.0,0,0,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
346,1,2,40.0,0,0,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
347,1,3,19.0,1,0,16.1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
348,1,3,3.0,1,1,15.9,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
349,0,3,42.0,0,0,8.6625,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
350,0,3,23.0,0,0,9.225,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
351,0,1,46.0,0,0,35.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
352,0,3,15.0,1,1,7.2292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
353,0,3,25.0,1,0,17.8,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
354,0,3,25.0,0,0,7.225,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
355,0,3,28.0,0,0,9.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
356,1,1,22.0,0,1,55.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
357,0,2,38.0,0,0,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
358,1,3,19.0,0,0,7.8792,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
359,1,3,19.0,0,0,7.8792,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
360,0,3,40.0,1,4,27.9,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
361,0,2,29.0,1,0,27.7208,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
362,0,3,45.0,0,1,14.4542,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
363,0,3,35.0,0,0,7.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
364,0,3,25.0,1,0,15.5,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
365,0,3,30.0,0,0,7.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
366,1,1,60.0,1,0,75.25,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
367,1,3,19.0,0,0,7.2292,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
368,1,3,19.0,0,0,7.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
369,1,1,24.0,0,0,69.3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
370,1,1,25.0,1,0,55.4417,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
371,0,3,18.0,1,0,6.4958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
372,0,3,19.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
373,0,1,22.0,0,0,135.6333,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
374,0,3,3.0,3,1,21.075,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
375,1,1,35.0,1,0,82.1708,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
376,1,3,22.0,0,0,7.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
377,0,1,27.0,0,2,211.5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
378,0,3,20.0,0,0,4.0125,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
379,0,3,19.0,0,0,7.775,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
380,1,1,42.0,0,0,227.525,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
381,1,3,1.0,0,2,15.7417,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
382,0,3,32.0,0,0,7.925,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
383,1,1,35.0,1,0,52.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
384,0,3,25.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
385,0,2,18.0,0,0,73.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
386,0,3,1.0,5,2,46.9,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
387,1,2,36.0,0,0,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
388,0,3,25.0,0,0,7.7292,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
389,1,2,17.0,0,0,12.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
390,1,1,36.0,1,2,120.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
391,1,3,21.0,0,0,7.7958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
392,0,3,28.0,2,0,7.925,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
393,1,1,23.0,1,0,113.275,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
394,1,3,24.0,0,2,16.7,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
395,0,3,22.0,0,0,7.7958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
396,0,3,31.0,0,0,7.8542,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
397,0,2,46.0,0,0,26.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
398,0,2,23.0,0,0,10.5,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
399,1,2,28.0,0,0,12.65,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
400,1,3,39.0,0,0,7.925,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
401,0,3,26.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
402,0,3,21.0,1,0,9.825,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
403,0,3,28.0,1,0,15.85,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
404,0,3,20.0,0,0,8.6625,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
405,0,2,34.0,1,0,21.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
406,0,3,51.0,0,0,7.75,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
407,1,2,3.0,1,1,18.75,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
408,0,3,21.0,0,0,7.775,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
409,0,3,22.0,3,1,25.4667,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
410,0,3,25.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
411,0,3,25.0,0,0,6.8583,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
412,1,1,33.0,1,0,90.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
413,0,2,31.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
414,1,3,44.0,0,0,7.925,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
415,0,3,22.0,0,0,8.05,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
416,1,2,34.0,1,1,32.5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
417,1,2,18.0,0,2,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
418,0,2,30.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
419,0,3,10.0,0,2,24.15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
420,0,3,25.0,0,0,7.8958,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
421,0,3,21.0,0,0,7.7333,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
422,0,3,29.0,0,0,7.875,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
423,0,3,28.0,1,1,14.4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
424,0,3,18.0,1,1,20.2125,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
425,0,3,25.0,0,0,7.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
426,1,2,28.0,1,0,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
427,1,2,19.0,0,0,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
428,0,3,25.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
429,1,3,32.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
430,1,1,28.0,0,0,26.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
431,1,3,19.0,1,0,16.1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
432,1,2,42.0,1,0,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
433,0,3,17.0,0,0,7.125,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
434,0,1,50.0,1,0,55.9,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
435,1,1,14.0,1,2,120.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
436,0,3,21.0,2,2,34.375,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
437,1,2,24.0,2,3,18.75,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
438,0,1,64.0,1,4,263.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
439,0,2,31.0,0,0,10.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
440,1,2,45.0,1,1,26.25,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
441,0,3,20.0,0,0,9.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
442,0,3,25.0,1,0,7.775,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
443,1,2,28.0,0,0,13.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
444,1,3,25.0,0,0,8.1125,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
445,1,1,4.0,0,2,81.8583,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
446,1,2,13.0,0,1,19.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
447,1,1,34.0,0,0,26.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
448,1,3,5.0,2,1,19.2583,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
449,1,1,52.0,0,0,30.5,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
450,0,2,36.0,1,2,27.75,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
451,0,3,25.0,1,0,19.9667,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
452,0,1,30.0,0,0,27.75,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
453,1,1,49.0,1,0,89.1042,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
454,0,3,25.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
455,1,3,29.0,0,0,7.8958,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
456,0,1,65.0,0,0,26.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
457,1,1,35.0,1,0,51.8625,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
458,1,2,50.0,0,0,10.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
459,0,3,25.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
460,1,1,48.0,0,0,26.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
461,0,3,34.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
462,0,1,47.0,0,0,38.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
463,0,2,48.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
464,0,3,25.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
465,0,3,38.0,0,0,7.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
466,0,2,31.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
467,0,1,56.0,0,0,26.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
468,0,3,25.0,0,0,7.725,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
469,1,3,0.75,2,1,19.2583,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
470,0,3,25.0,0,0,7.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
471,0,3,38.0,0,0,8.6625,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
472,1,2,33.0,1,2,27.75,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
473,1,2,23.0,0,0,13.7917,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
474,0,3,22.0,0,0,9.8375,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
475,0,1,46.0,0,0,52.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
476,0,2,34.0,1,0,21.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
477,0,3,29.0,1,0,7.0458,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
478,0,3,22.0,0,0,7.5208,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
479,1,3,2.0,0,1,12.2875,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
480,0,3,9.0,5,2,46.9,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
481,0,2,31.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
482,0,3,50.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
483,1,3,63.0,0,0,9.5875,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
484,1,1,25.0,1,0,91.0792,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
485,0,3,22.0,3,1,25.4667,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
486,1,1,35.0,1,0,90.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
487,0,1,58.0,0,0,29.7,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
488,0,3,30.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
489,1,3,9.0,1,1,15.9,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
490,0,3,25.0,1,0,19.9667,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
491,0,3,21.0,0,0,7.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
492,0,1,55.0,0,0,30.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
493,0,1,71.0,0,0,49.5042,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
494,0,3,21.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
495,0,3,25.0,0,0,14.4583,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
496,1,1,54.0,1,0,78.2667,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
497,0,3,25.0,0,0,15.1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
498,0,1,25.0,1,2,151.55,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
499,0,3,24.0,0,0,7.7958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
500,0,3,17.0,0,0,8.6625,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
501,0,3,21.0,0,0,7.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
502,0,3,22.0,0,0,7.6292,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
503,0,3,37.0,0,0,9.5875,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
504,1,1,16.0,0,0,86.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
505,0,1,18.0,1,0,108.9,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
506,1,2,33.0,0,2,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
507,1,1,35.0,0,0,26.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
508,0,3,28.0,0,0,22.525,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
509,1,3,26.0,0,0,56.4958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
510,1,3,29.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
511,0,3,25.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
512,1,1,36.0,0,0,26.2875,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
513,1,1,54.0,1,0,59.4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
514,0,3,24.0,0,0,7.4958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
515,0,1,47.0,0,0,34.0208,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
516,1,2,34.0,0,0,10.5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
517,0,3,25.0,0,0,24.15,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
518,1,2,36.0,1,0,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
519,0,3,32.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
520,1,1,30.0,0,0,93.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
521,0,3,22.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
522,0,3,25.0,0,0,7.225,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
523,1,1,44.0,0,1,57.9792,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
524,0,3,25.0,0,0,7.2292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
525,0,3,40.5,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
526,1,2,50.0,0,0,10.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
527,0,1,46.0,0,0,221.7792,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
528,0,3,39.0,0,0,7.925,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
529,0,2,23.0,2,1,11.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
530,1,2,2.0,1,1,26.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
531,0,3,25.0,0,0,7.2292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
532,0,3,17.0,1,1,7.2292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
533,1,3,19.0,0,2,22.3583,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
534,0,3,30.0,0,0,8.6625,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
535,1,2,7.0,0,2,26.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
536,0,1,45.0,0,0,26.55,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
537,1,1,30.0,0,0,106.425,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
538,0,3,25.0,0,0,14.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
539,1,1,22.0,0,2,49.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
540,1,1,36.0,0,2,71.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
541,0,3,9.0,4,2,31.275,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
542,0,3,11.0,4,2,31.275,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
543,1,2,32.0,1,0,26.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
544,0,1,50.0,1,0,106.425,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
545,0,1,64.0,0,0,26.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
546,1,2,19.0,1,0,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
547,1,2,3.0,0,0,13.8625,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
548,0,3,33.0,1,1,20.525,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
549,1,2,8.0,1,1,36.75,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
